key_point_id,key_point,topic,stance
kp_22_4,Η επιλογή του φύλου θα δημιουργήσει αμβλώσεις/βρεφοκτονίες,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
kp_22_5,Είναι ανήθικο/ανθυγιεινό για τους γονείς να παρεμβαίνουν,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,-1
kp_22_6,Είναι στο πλαίσιο των ελευθεριών των γονέων να επιλέξουν το φύλο του παιδιού,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,1
kp_22_7,Η επιλογή του φύλου επιτρέπει τον καλύτερο οικογενειακό προγραμματισμό,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,1
kp_22_8,Η επιλογή του φύλου αποτρέπει τις ασθένειες στο παιδί,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,1
kp_22_9,Η επιλογή του φύλου θα αποτρέψει τις αμβλώσεις/βρεφοκτονίες,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,1
kp_22_10,Η επιλογή του φύλου κάνει την οικογένεια πιο ευτυχισμένη/ολοκληρωμένη,Πρέπει να νομιμοποιήσουμε την επιλογή φύλου,1
kp_23_0,Το κάψιμο σημαιών είναι ένα αποτελεσματικό εργαλείο έκφρασης/διαμαρτυρίας/κριτικής,Πρέπει να απαγορεύσουμε το κάψιμο σημαιών,-1
kp_23_1,Το κάψιμο σημαιών δικαιολογείται λόγω της ελευθερίας της έκφρασης,Πρέπει να απαγορεύσουμε το κάψιμο σημαιών,-1
kp_23_2,Το κάψιμο σημαιών είναι μια εμπρηστική πράξη,Πρέπει να απαγορεύσουμε το κάψιμο σημαιών,1
kp_23_3,Οι σημαίες είναι σημαντικά σύμβολα που πρέπει να γίνονται σεβαστά,Πρέπει να απαγορεύσουμε το κάψιμο σημαιών,1
kp_24_0,Πρέπει να υπάρχει ισότητα μεταξύ ανδρών και γυναικών.,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_1,Οι γυναίκες είναι ένα πλεονέκτημα στη μάχη,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_2,Οι γυναίκες μπορούν να δημιουργήσουν μοναδικές δεξιότητες/στρατηγικές,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_3,Οι γυναίκες μπορούν να ξεπεράσουν τις διαφορές και να είναι εξίσου ικανές στη μάχη,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_4,Οι γυναίκες θα πρέπει να μπορούν να υπηρετούν σε μάχη αν το επιλέξουν,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_5,Οι γυναίκες πρέπει να γίνονται δεκτές αρκεί να περάσουν τις εξετάσεις,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,-1
kp_24_6,Οι άνδρες είναι πιο κατάλληλοι για ρόλους μάχης από τις γυναίκες,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,1
kp_24_7,Οι γυναίκες δεν μπορούν να ξεπεράσουν τα σωματικά/συναισθηματικά/ψυχικά εμπόδια,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,1
kp_24_8,Οι γυναίκες στη μάχη μπορούν να αποσπάσουν την προσοχή ή να βλάψουν τη λειτουργία του στρατού,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,1
kp_24_9,Οι γυναίκες θα πρέπει να υπηρετούν σε ασφαλέστερους ρόλους,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,1
kp_24_10,Η σύλληψη γυναικών στρατιωτών αποτελεί μεγάλη ανησυχία,Πρέπει να απαγορεύσουμε τις γυναίκες στη μάχη,1
kp_25_0,Η κυβερνητική παρέμβαση ενέχει τον κίνδυνο να εισαγάγει μεροληψία/να βλάψει την αντικειμενικότητα,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,-1
kp_25_1,Είναι προτιμότερο να ξοδέψετε τα χρήματα αλλού,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,-1
kp_25_2,Η δημοσιογραφία είναι σαν κάθε άλλη επιχείρηση και αν δεν είναι βιώσιμη θα πρέπει να αποτύχει,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,-1
kp_25_3,Η δημοσιογραφία είναι σημαντική για τη διάδοση πληροφοριών/λογοδοσία,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,1
kp_25_4,Οι επιδοτήσεις θα αυξήσουν την ποιότητα της δημοσιογραφίας,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,1
kp_25_5,Η επιδότηση αυξάνει την αντικειμενικότητα στην αναφορά,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,1
kp_25_6,Η επιδότηση είναι σημαντική για να γίνει βιώσιμη η δημοσιογραφία,Πρέπει να επιδοτήσουμε τη δημοσιογραφία,1
kp_26_0,Η εξερεύνηση του διαστήματος μπορεί να γίνει από τον ιδιωτικό τομέα,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,-1
kp_26_1,Η εξερεύνηση του διαστήματος είναι ακριβή,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,-1
kp_26_2,Η εξερεύνηση του διαστήματος είναι αναποτελεσματική,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,-1
kp_26_3,Υπάρχουν θέματα πιο σημαντικά για χρηματοδότηση από την εξερεύνηση του διαστήματος,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,-1
kp_26_4,Η εξερεύνηση του διαστήματος μπορεί να βοηθήσει στην αποικιοκρατία των πόρων/των εδαφών άλλων πλανητών,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,1
kp_26_5,Η εξερεύνηση του διαστήματος βελτιώνει την επιστήμη/τεχνολογία,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,1
kp_26_6,Η εξερεύνηση του διαστήματος είναι οικονομικά επωφελής,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,1
kp_26_7,Η εξερεύνηση του διαστήματος είναι απαραίτητη για τη μελλοντική επιβίωση της ανθρωπότητας,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,1
kp_26_8,Η εξερεύνηση του διαστήματος αποκαλύπτει πληροφορίες για το σύμπαν,Πρέπει να επιδοτήσουμε την εξερεύνηση του διαστήματος,1
kp_27_0,η επιδότηση της επαγγελματικής εκπαίδευσης οδηγεί σε εισροή σε αυτά τα επαγγέλματα,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,-1
kp_27_1,Η επαγγελματική εκπαίδευση δεν είναι μια καλή επιλογή σταδιοδρομίας,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,-1
kp_27_2,Η επιδότηση της επαγγελματικής εκπαίδευσης εκτρέπει τα χρήματα από πιο άξιες αιτίες,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,-1
kp_27_3,η επιδότηση της επαγγελματικής εκπαίδευσης είναι ακριβή,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,-1
kp_27_4,η επιδότηση της επαγγελματικής εκπαίδευσης προωθεί όσους έχουν λιγότερους πόρους,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,1
kp_27_5,Η επαγγελματική εκπαίδευση είναι μια καλή επιλογή σταδιοδρομίας,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,1
kp_27_6,Η επαγγελματική εκπαίδευση ταιριάζει καλύτερα σε πολλούς μαθητές,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,1
kp_27_7,Η επαγγελματική εκπαίδευση είναι επωφελής για ολόκληρη την αγορά/κοινωνία,Πρέπει να επιδοτήσουμε την επαγγελματική εκπαίδευση,1
